candidate_id,problem,x1,x2,x3,x4,x5,x6,x7,status,purity,recovery,productivity_mol_kg_h,energy_kWh_ton,runtime_s,notes
PR_001,purity_recovery,102449.18313898976,10.001041089615745,0.30619001937476426,0.10000002782426219,10000.00127328441,58.46267164970054,0.0003126543764337913,,,,,,,
PR_002,purity_recovery,100276.87805803676,10.00001478042977,0.2921390965770575,0.10000001035688191,10000.068253949643,54.851427310156495,0.00021589694163767154,,,,,,,
PR_003,purity_recovery,100410.10381590486,10.000004997316022,0.28368267162165883,0.10000000300058326,10000.178673011456,56.34971128215164,0.00014059530795264906,,,,,,,
PR_004,purity_recovery,103501.42980420755,10.000078295159607,0.27539350543346547,0.10000006326353054,10000.020812963772,55.42321855165344,0.002008346716139108,,,,,,,
PR_005,purity_recovery,100200.91382533367,10.001122371525048,0.2655608340040619,0.10000003428500168,10000.067499741823,56.79799062870878,0.00018346502521742665,,,,,,,
PR_006,purity_recovery,100401.29062584341,10.000028491595307,0.25936085687670396,0.1000000153109683,10000.189221723356,58.11387134448142,3.314161388522056e-05,,,,,,,
PR_007,purity_recovery,120892.80251637659,10.00001823437332,0.25225248479926465,0.10000001349380493,10000.001645335013,55.49612174123041,0.0016046298378257914,,,,,,,
PR_008,purity_recovery,102479.06066059793,10.000041866370672,0.24378539091193294,0.10000005778148707,10000.02909162348,58.15599459425951,0.00010005897074111111,,,,,,,
PR_009,purity_recovery,100234.90141422983,10.00001196700406,0.23469328167833592,0.10000000593815303,10000.066904769996,56.63292995391096,0.00021493148559419375,,,,,,,
PR_010,purity_recovery,100100.73794918905,10.000151012223894,0.2267816755940415,0.10000009684225812,10000.002524261958,54.5898277754314,5.8215989237443504e-05,,,,,,,
PR_011,purity_recovery,100397.82960161673,10.000022820255454,0.22012965759882083,0.10000003537346318,10000.008680179093,56.83484414569487,0.0006205899448190643,,,,,,,
PR_012,purity_recovery,100599.3527048055,10.000597178429604,0.2152013077159437,0.10000005230730671,10000.354398158684,56.76438346466093,0.00029517945601558414,,,,,,,
PR_013,purity_recovery,100965.23797813528,10.000004934085926,0.20633080002427565,0.10000010142232203,10000.164818525322,53.11329736253852,0.00014059530795264906,,,,,,,
PR_014,purity_recovery,100031.43512559764,10.001904404241971,0.19932789880063131,0.10000005826335764,10000.002561811043,52.771210403571075,0.000241815856609309,,,,,,,
PR_015,purity_recovery,100674.41336236951,10.000053005199247,0.19522426008087831,0.10000002788490661,10000.00279097511,56.705577756707946,0.00020783714326479998,,,,,,,
PR_016,purity_recovery,100036.00056679327,10.000567783607021,0.1883978276928982,0.10000000017356069,10000.00880350508,54.632442495176484,0.00030955726294440775,,,,,,,
PR_017,purity_recovery,100520.7375459526,10.000072501104334,0.18415509491024168,0.10000014723268665,10000.030377351593,55.48857827277431,4.084233592747253e-05,,,,,,,
PR_018,purity_recovery,100033.44373934082,10.000153707120466,0.17913314491742474,0.10000002983646489,10000.014240687906,55.27977931042256,0.0005750027853341788,,,,,,,
PR_019,purity_recovery,100027.81745963311,10.000014572583279,0.17418399179953786,0.10000001349380493,10000.001645335013,55.49612174123041,0.0016040360046118342,,,,,,,
PR_020,purity_recovery,100033.44373934082,10.000150176020767,0.16981818310672228,0.10000005853306437,10000.193008559203,55.27977931042256,0.00013667226111193918,,,,,,,
PE_001,productivity_energy,112066.98089895443,3216.132986009883,0.9999890680528698,0.8383613005197995,99998.6831419472,99.993450540638,99.99922726039816,,,,,,,
PE_002,productivity_energy,134663.07834926562,3351.641917127137,0.9999962393846358,0.8058593885371863,99999.80338870847,99.99823210349416,99.99947132153501,,,,,,,
PE_003,productivity_energy,148266.63733128845,3047.970572122964,0.9999998114510646,0.8736916588841174,99999.55604623469,99.97917945065005,99.98029384170204,,,,,,,
PE_004,productivity_energy,171529.33589761212,2670.9630257355884,0.9999874088520544,0.8761069221192529,99997.91968312675,99.91858264039595,99.81295206323588,,,,,,,
PE_005,productivity_energy,195838.23412456282,3212.574156123238,0.9999999999243578,0.8299934471803374,99998.01319465916,99.99359291496921,99.99589947230085,,,,,,,
PE_006,productivity_energy,199658.18923953324,3083.337238479898,0.999981237663255,0.9154117853065564,99999.4094106367,99.97363708695251,99.98913170755458,,,,,,,
PE_007,productivity_energy,221147.86715158523,3049.11734918859,0.9999071259580742,0.9043450209975908,99998.18290381142,99.97546676011339,99.96865416386265,,,,,,,
PE_008,productivity_energy,251714.97184710545,2840.080719899885,0.9999988120849769,0.9105953345784226,99997.9206380423,99.99945561867357,99.81274062416998,,,,,,,
PE_009,productivity_energy,340172.5524093756,10.049601696082743,0.9999990084626132,0.9092425794718975,99998.98773847581,0.00010129488857828315,94.91720605075675,,,,,,,
PE_010,productivity_energy,384248.2893114423,10.028523742367938,0.999995101253131,0.8828183284980299,99999.27672933027,0.002026158391349066,99.1201790543219,,,,,,,
PE_011,productivity_energy,418223.05858100683,10.019989704363056,0.9999986804017869,0.9055420351744428,99999.85375264526,0.0009129446508131894,94.96603454999232,,,,,,,
PE_012,productivity_energy,486316.5460674212,10.0498205942476,0.9999106577295864,0.8596381780400361,99999.50264327602,0.093616112692638,99.99390162682946,,,,,,,
PE_013,productivity_energy,513622.2200888427,10.212404927543158,0.9999986522035712,0.9019659557782156,99999.56690855778,0.0017686741713672865,95.0863227332852,,,,,,,
PE_014,productivity_energy,606205.3699447643,10.05887235374225,0.999994078729052,0.839887967369071,99998.68674351109,5.554351954730667e-06,99.50880417896266,,,,,,,
PE_015,productivity_energy,657705.3958976018,10.04711018916977,0.9999976362237768,0.8605498021145636,98791.14189805345,0.0010899085314263572,97.23252357579487,,,,,,,
PE_016,productivity_energy,722976.8166732816,10.039157568822644,0.999999507488438,0.8655456488763522,99999.57468372067,0.050856576976681625,99.98168399292632,,,,,,,
PE_017,productivity_energy,773465.4728660355,10.097035920942396,0.9999103003479153,0.8760490661916192,99999.35209912593,0.0010533038223077501,98.5375079659206,,,,,,,
PE_018,productivity_energy,814037.7420072808,10.001969644191062,0.9999964399985027,0.9092425794718975,99998.45965019379,0.1280976527732014,94.91720605075675,,,,,,,
PE_019,productivity_energy,868948.5553265497,10.050051812095612,0.999999088933945,0.9068421465667734,99998.47919956346,0.002504976930500943,87.66394779655974,,,,,,,
PE_020,productivity_energy,877833.0364633118,10.015730405909926,0.9999995304620749,0.9529403116285079,99999.80486746637,0.0003952888436768959,92.45839417852487,,,,,,,
